Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
Seguir o perfil do Exército no Instagram e comentar SOS FFAA vai garantir a intervenção militar #boato,11/4/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/seguir-perfil-do-exercito-no-instagram-e-comentar-sos-ffaa-vai-garantir-intervencao-militar.html
Lula foi internado no Sírio-Libanês depois de sofrer um AVC (ou infarto) #boato,11/4/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-internado-no-sirio-libanes-depois-sofrer-avc-ou-infarto.html
Fraude nas urnas 2022.pdf é um documento de 70 páginas da FFAA que comprova fraudes nas eleições do Brasil #boato,11/4/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/fraude-nas-urnas-2022-pdf-documento-70-paginas-ffaa-que-comprova-fraudes-nas-eleicoes-do-brasil.html
Auditoria na Argentina comprova fraude nas urnas brasileiras e é apresentada em live #boato,11/4/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/auditoria-argentina-comprova-fraude-nas-urnas-brasileiras-apresentada-live.html
"Lula promete indulto a Adélio Bispo, mostra vídeo da Jovem Pan #boato",11/5/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-promete-indulto-adelio-bispo-video-jovem-pan.html
Ministério da Defesa (general Paulo Sérgio) e STM enviam carta com intimação a Alexandre de Moraes #boato,11/5/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/ministerio-da-defesa-general-paulo-sergio-stm-enviam-carta-intimacao-alexandre-de-moraes.html
William Waack denuncia que urnas foram fraudadas nas eleições 2022 #boato,11/5/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/william-waack-denuncia-urnas-foram-fraudadas-nas-eleicoes-2022.html
TSE acaba de informar possibilidade de erro grave nas eleições #boato,11/5/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/tse-acaba-informar-possibilidade-erro-grave-nas-eleicoes.html
Bolsonaro teve zero votos em São Gabriel da Cachoeira (AM) #boato,11/6/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-teve-zero-votos-em-sao-gabriel-da-cachoeira-am.html
Câncer de Lula voltou e ele está internado no hospital Sírio-Libanês #boato,11/6/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/cancer-lula-voltou-ele-esta-internado-hospital-sirio-libanes.html
"Relatório de fraude já foi entregue, mostra que outras eleições foram fraudadas e novas manifestações (com greve e novas regras) vão começar #boato",11/6/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/relatorio-fraude-foi-entregue-mostra-outras-eleicoes-foram-fraudadas-novas-manifestacoes-greve-novas-regras-vao-comecar.html
Manicoré (AM) teve zero votos para Bolsonaro e urnas foram fraudadas na cidade #boato,11/6/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/manicore-am-zero-votos-para-bolsonaro-urnas-foram-fraudadas-cidade.html
Lista mostra cidades com 100% de votos para Lula e zero votos para Bolsonaro #boato,11/6/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lista-cidades-com-100-votos-para-lula-zero-bolsonaro.html
Exército convoca imprensa para coletiva em 8 de novembro em que vai anunciar resultado da auditoria das eleições #boato,11/7/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/exercito-convoca-imprensa-para-coletiva-8-de-novembro-que-vai-anunciar-resultado-auditoria-das-eleicoes.html
Bolsonaro vai provar amanhã às 19h que houve fraude nas eleições #boato,11/8/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-vai-provar-amanha-19h-houve-fraude-eleicoes.html
Seção eleitoral 1212 de Toronto foi apagada e não registrou voto de eleitor de Bolsonaro #boato,11/8/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/secao-eleitoral-1212-toronto-foi-apagada-e-registro-voto-eleitor-de-bolsonaro.html
Lula morreu aos 77 anos de idade após sofrer AVC #boato,11/8/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-morreu-aos-77-anos-idade-apos-sofrer-avc.html
Seção eleitoral de Miami não foi contabilizada nas eleições e prova fraude contra Bolsonaro #boato,11/8/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/secao-eleitoral-de-miami-nao-foi-contabilizada-nas-eleicoes-e-prova-fraude-contra-bolsonaro.html
Itaú financiou fraude nas urnas eletrônicas nas eleições 2022 #boato,11/8/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/itau-financiou-fraude-urnas-eletronicas-eleicoes-2022.html
Lula não pode ser diplomado porque é ficha suja e não foi inocentado #boato,11/8/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-nao-pode-ser-diplomado-porque-ficha-suja-nao-foi-inocentado.html
STM lança decreto em que declara invalidade das eleições por conta de fraude nas urnas #boato,11/9/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/stm-lanca-decreto-declara-invalidade-eleicoes-fraude-urnas.html
Fraude nas eleições foi confirmada em seção de Confresa (MT) que teve zero votos para Bolsonaro #boato,11/9/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/fraude-eleicoes-foi-confirmada-em-secao-confresa-mt-que-teve-zero-votos-para-bolsonaro.html
Putin fala sobre fraude nas eleições do Brasil e diz que vai intervir em nosso país #boato,11/9/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/putin-fala-sobre-fraude-nas-eleicoes-brasil-e-diz-que-vai-intervir-nosso-pais.html
Alexandre de Moraes fugiu do Brasil porque descobriram fraude nas eleições #boato,11/9/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/alexandre-de-moraes-fugiu-brasil-porque-descobriram-fraude-eleicoes.html
Apuração do TSE e das Forças Armadas de votações reais mostra que Bolsonaro venceu em todos os estados #boato,11/10/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/apuracao-tse-das-forcas-armadas-votacoes-reais-mostra-bolsonaro-venceu-todos-os-estados.html
Ministério da Defesa fez nota oficial que cita que não foi encontrado indício de fraudes nas eleições de 2022 #boato,11/10/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/ministerio-da-defesa-fez-nota-oficial-cita-nao-foi-encontrado-indicio-de-fraudes-eleicoes-2022.html
10.000 urnas tiveram zero votos para Bolsonaro nas eleições 2022 #boato,11/10/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/10-000-urnas-tiveram-zero-votos-para-bolsonaro-nas-eleicoes-2022-boato.html
Janaína Paschoal grava áudio sobre fraude nas eleições e manifestações nas portas dos quartéis #boato,11/10/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/janaina-paschoal-grava-audio-sobre-fraude-nas-eleicoes-manifestacoes-favor-intervencao-militar.html
Esquerda criou vírus em link falso do g1 que fala que TSE reconheceu vitória de Bolsonaro #boato,11/10/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/esquerda-criou-virus-em-link-do-g1-que-fala-tse-reconheceu-vitoria-de-bolsonaro.html
Esposa de Marcola do PCC vai assumir Ministério da Segurança Pública do governo Lula #boato,11/10/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/esposa-de-marcola-pcc-vai-assumir-ministerio-da-seguranca-publica-governo-lula.html
Tarcísio Gomes de Freitas grava áudio sobre manifestações em frente aos quartéis #boato,11/11/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/tarcisio-gomes-de-freitas-grava-audio-sobre-manifestacoes-frente-aos-quarteis.html
"Ônibus com torcedores da Gaviões da Fiel, PCC e esquerdistas está indo rumo a Brasília para invadir Congresso e culpar Bolsonaro #boato",11/11/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/onibus-com-torcedores-gavioes-da-fiel-pcc-esquerdistas-esta-indo-rumo-brasilia-para-invadir-congresso-e-culpar-bolsonaro.html
Janones diz que Lula vai acabar com o Auxílio Brasil para se vingar dos mais pobres #boato,11/11/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/janones-diz-lula-vai-acabar-com-auxilio-brasil-para-vingar-dos-mais-pobres.html
Lula diz que filhos não terão direito à herança quando pais morrerem porque bens vão para o governo #boato,11/11/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-diz-que-filhos-nao-terao-direito-heranca-quando-pais-morrerem-porque-bens-vao-para-governo.html
Motorola dispensou funcionários para participar de manifestações em frente a quartéis #boato,11/12/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/motorola-dispensou-funcionarios-para-participar-de-manifestacoes-em-frente-a-quarteis-boato.html
"Fachin diz, em 2022, que decisão que beneficiou Lula pode sofrer reviravolta #boato",11/13/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/fachin-diz-em-2022-decisao-que-beneficiou-lula-pode-sofrer-reviravolta.html
Emirados Árabes Unidos anuncia que não irá reconhecer vitória de Lula nas eleições #boato,11/13/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/emirados-arabes-unidos-anuncia-nao-ira-reconhecer-vitoria-lula-nas-eleicoes.html
Bolsonaro toma iniciativa em 2022 manda recado a Alexandre de Moraes após eleições #boato,11/13/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-toma-iniciativa-2022-manda-recado-a-alexandre-de-moraes-apos-eleicoes.html
Instituto alemão Gefälschte Nachrichten denuncia fraude nas eleições do Brasil #boato,11/13/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/instituto-alemao-gefalschte-nachrichten-denuncia-fraude-nas-eleicoes-brasil.html
Lula diz “vamos confiscar tudo” em matéria de capa do Jornal do Brasil #boato,11/14/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-diz-vamos-confiscar-tudo-em-materia-de-capa-do-jornal-do-brasil.html
Sérgio Cabral tem prisão revogada pela Justiça e foi solto #boato,11/14/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/sergio-cabral-tem-prisao-revogada-pela-justica-foi-solto.html
Alexandre de Moraes é atacado por “pênis voador” em palestra nos EUA #boato,11/14/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/alexandre-de-moraes-atacado-penis-voador-palestra-nos-eua.html
"Lula vai cobrar 47,5% de Imposto de Renda de quem ganha mais de R$ 8.000 #boato",11/15/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-vai-cobrar-475-imposto-de-renda-quem-ganha-mais-r-8-000.html
Rui Costa vendeu 10% da Bahia para chineses construírem China Tow Bahia #boato,11/15/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/rui-costa-vendeu-10-bahia-para-chineses-construirem-china-tow-bahia.html
Vídeo mostra discurso de Lula sobre fome na Cop 27 do Egito #boato,11/15/2022,Falsa,Lula,Boatos.org,https://www.boatos.org/politica/video-mostra-discurso-de-lula-sobre-fome-na-copa-27.html
Print de Randolfe Rodrigues no WhatsApp mostra plano contra militares e manifestantes #boato,11/15/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/print-randolfe-rodrigues-whatsapp-mostra-plano-contra-militares-manifestantes.html
Lula é proibido de deixar o Brasil em novembro de 2022 #boato,11/16/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-proibido-deixar-brasil-em-novembro-de-2022.html
"Augusto Nunes acabou de ser contratado pela Record, em 2022 #boato",11/16/2022,Falsa,,Boatos.org,https://www.boatos.org/politica/augusto-nunes-acabou-de-ser-contratado-pela-record-em-2022.html
Hackers quebraram código-fonte das urnas e descobriram fraude nas eleições #boato,11/16/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/hackers-quebraram-codigo-fonte-das-urnas-descobriram-fraude-nas-eleicoes.html
"Ministros do STF gastaram R$ 4,4 milhões de pregão eletrônico 47 em viagem aos EUA #boato",11/17/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/ministros-stf-gastaram-r44-milhoes-pregao-eletronico-47-em-viagem-eua.html
Tarcísio de Freitas e bolsonaristas vão renunciar aos seus cargos #boato,11/17/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/tarcisio-de-freitas-bolsonaristas-vao-renunciar-aos-seus-cargos.html
Jovem desmascara Lula na União Europeia em 2022 #boato,11/18/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/jovem-desmascara-lula-na-uniao-europeia-em-2022.html
Lula não fez discurso na COP27 e tudo é uma farsa da imprensa #boato,11/18/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-nao-fez-discurso-na-cop27-e-tudo-e-uma-farsa-da-imprensa-boato.html
"Bolsonaro está internado no Hospital das Forças Armadas, em Brasília #boato",11/18/2022,Falsa,,Boatos.org,https://www.boatos.org/politica/bolsonaro-esta-internado-hospital-das-forcas-armadas-em-brasilia.html
Títulos de eleitor encontrados no lixo provam fraude nas eleições #boato,11/19/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/titulos-de-eleitor-encontrados-lixo-provam-fraude-nas-eleicoes.html
PEC de Reforma do Congresso é enviada para deputados e senadores #boato,11/19/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/pec-de-reforma-do-congresso-e-enviada-para-deputados-e-senadores.html
Bolsonaro decretou estado de sítio no Brasil em novembro de 2022 #boato,11/20/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-decretou-estado-de-sitio-brasil-novembro-de-2022.html
Bolsonaro dá xeque-mate no STF ao assinar mandado de injunção 7.356 DF #boato,11/20/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-da-xeque-mate-no-stf-ao-assinar-mandado-de-injuncao-7356-df.html
Lula morreu e foi substituído por clone de 10 dedos na COP27 #boato,11/20/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-morreu-foi-substituido-clone-10-dedos-cop27.html
Exército montou acampamento na Praça da Sé para decretar intervenção militar #boato,11/20/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/exercito-montou-acampamento-praca-da-se-decretar-intervencao-militar.html
"Lula gastou 9.400 euros (R$ 52 mil) em restaurante de Portugal, mostra conta #boato",11/20/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-gastou-9-400-euros-r-52-mil-em-restaurante-portugal-mostra-conta.html
Urnas eletrônicas transportadas em São Paulo provam fraude nas eleições #boato,11/21/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/urnas-eletronicas-transportadas-em-sao-paulo-provam-fraude-nas-eleicoes.html
Exército colocou tanques na porta do STF e pede a prisão de Alexandre de Moraes #boato,11/21/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/exercito-colocou-tanques-porta-stf-pede-prisao-alexandre-de-moraes.html
Torcedores gritaram “Lula ladrão” durante abertura da Copa do Mundo no Catar #boato,11/21/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/torcedores-gritaram-lula-ladrao-durante-abertura-da-copa-do-mundo-catar.html
"Urnas eletrônicas são descartadas ilegalmente em Porto Alegre, mostra foto #boato",11/22/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/urnas-eletronicas-descartadas-ilegalmente-porto-alegre-mostra-foto.html
"Janja diz “a pessoa que não respeita a si mesmo, não consegue respeitar nem a si próprio” em entrevista no Fantástico #boato",11/22/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/janja-diz-a-pessoa-que-nao-respeita-a-si-mesmo-nao-consegue-respeitar-nem-a-si-proprio-entrevista-fantastico.html
Bolsonaristas fizeram SOS com luzes de celular para pedir intervenção alienígena em Porto Alegre #boato,11/22/2022,Falsa,Lula,Boatos.org,https://www.boatos.org/politica/bolsonaristas-sos-luzes-celular-para-pedir-intervencao-alienigena-porto-alegre.html
"Forças Armadas podem intervir a qualquer momento, aponta CNN #boato",11/22/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/forcas-armadas-podem-intervir-qualquer-momento-cnn.html
Padre foi assassinado no Paraná porque declarou voto em Lula #boato,11/23/2022,Falsa,Lula,Boatos.org,https://www.boatos.org/politica/pade-foi-assassinado-no-parana-porque-declarou-voto-em-lula.html
Alexandre Frota é confirmado como ministro da Cultura do governo Lula #boato,11/23/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/alexandre-frota-e-confirmado-como-ministro-da-cultura-governo-lula.html
Lula morreu no sábado e corpo está escondido no hospital Sírio-Libanês #boato,11/23/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-morreu-sabado-corpo-esta-escondido-hospital-sirio-libanes.html
Alexandre de Moraes recebeu R$ 60 milhões de Lula para fraudar urnas nas eleições #boato,11/24/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/alexandre-de-moraes-recebeu-r-60-milhoes-lula-fraudar-urnas-nas-eleicoes.html
Biden e CIA interferiram nas eleições do Brasil #boato,11/24/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/biden-e-cia-interferiram-nas-eleicoes-do-brasil.html
Ex-funcionário demitido pelo TSE diz que tem provas da fraude e que bomba vai explodir até 20 de dezembro #boato,11/25/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/ex-funcionario-demitido-tse-diz-provas-da-fraude-bomba-explodir-20-de-dezembro.html
Lula foi substituído por sósia que está usando máscara de silicone feita no Projac pela Globo #boato,11/25/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-foi-substituido-por-sosia-que-esta-usando-mascara-silicone-feita-no-projac-oela-globo.html
Exército faz convocação de reservistas para realizar intervenção militar federal #boato,11/26/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/exercito-faz-convocacao-reservistas-realizar-intervencao-militar-federal.html
Coronel Hudson é morto após se recusar a participar de reunião com Alexandre de Moraes #boato,11/27/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/coronel-hudson-morto-apos-se-recusar-participar-de-reuniao-com-alexandre-de-moraes.html
"Bolsonaro já tem 233 mandados de prisão contra magistrados, notáveis e políticos para militares executarem #boato",11/27/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-ja-tem-233-mandados-de-prisao-contra-magistrados-notaveis-politicos-para-militares-executarem.html
Bolsonaro decretou o TCOI (Tribunal Constitucional da Ordem Institucional) #boato,11/27/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/bolsonaro-decretou-tcoi-tribunal-constitucional-da-ordem-institucional.html
Vídeo mostra casamento gay de futuro diretor-geral da PRF escolhido por Lula #boato,11/27/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/video-mostra-casamento-gay-futuro-diretor-geral-prf-escolhido-lula.html
PEC da Previdência vai cortar salários de aposentados e mobilização de policiais em Brasília tenta evitar #boato,11/28/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/pec-da-previdencia-vai-cortar-salarios-de-aposentados-e-mobilizacao-de-policiais-em-brasilia-tenta-evitar.html
"Lula confirma criação da guarda nacional, o maior exército vermelho da América Latina #boato",11/29/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/lula-confirma-criacao-de-guarda-nacional-maior-exercito-vermelho-da-america-latina.html
"Filho do prefeito do PT apanha após agredir policial, mostra vídeo #boato",11/29/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/filho-prefeito-pt-apanha-apos-agredir-policial-mostra-video.html
Alexandre Garcia escreve texto em que diz que autoridades fingem que não houve fraude nas eleições #boato,11/29/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/alexandre-garcia-escreve-texto-em-que-diz-que-autoridades-fingem-que-nao-houve-fraude-nas-eleicoes.html
Uber vai sair do Brasil por causa do governo Lula #boato,11/30/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/uber-vai-sair-do-brasil-por-causa-do-governo-lula-boato.html
Governo Lula vai implantar chip na pele das pessoas #boato,12/1/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/governo-lula-vai-implantar-chip-pele-das-pessoas.html
Eike Batista admite que pagou propina para ministros do STF e políticos #boato,12/1/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/eike-batista-admite-que-pagou-propina-para-ministros-do-stf-e-politicos-boato.html
Arthur Lira disse a Daniel Silveira que 80% dos deputados e senadores são criminosos #boato,12/1/2022,Falsa,Jair Bolsonaro,Boatos.org,https://www.boatos.org/politica/arthur-lira-disse-a-daniel-silveira-que-80-dos-deputados-e-senadores-sao-criminosos-boato.html
